"","gene","module_n","module_color"
"3789","G48",15,"midnightblue"
"3790","G4804",4,"yellow"
"3791","G4806",4,"yellow"
"3792","G4811",7,"black"
"3793","G485",0,"grey"
"3794","G4851",8,"pink"
"3795","G4859",9,"magenta"
"3796","G4860",5,"green"
"3797","G4867",1,"turquoise"
"3798","G4868",3,"brown"
"3799","RNF11_G4886",8,"pink"
"3800","G489",16,"lightcyan"
"3801","G4897",20,"royalblue"
"3802","G4909",7,"black"
"3803","G4911",9,"magenta"
"3804","WBP1L_like_G492",2,"blue"
"3805","G4928",3,"brown"
"3806","NOS1AP_like",9,"magenta"
"3807","ATF6_containing",1,"turquoise"
"3808","G4939",12,"tan"
"3809","G4947",0,"grey"
"3810","MAP3K9_containing",3,"brown"
"3811","ARL3",1,"turquoise"
"3812","G4999",11,"greenyellow"
"3813","G500",6,"red"
"3814","G5000",30,"steelblue"
"3815","G5011",1,"turquoise"
"3816","NRAS",2,"blue"
"3817","G502",6,"red"
"3818","MAN1A2_containing",9,"magenta"
"3819","CSDE1_G5021",1,"turquoise"
"3820","G5024",2,"blue"
"3821","G5033",2,"blue"
"3822","SIKE1_containing",2,"blue"
"3823","G5040",15,"midnightblue"
"3824","G5041",2,"blue"
"3825","G5042",11,"greenyellow"
"3826","G5045",1,"turquoise"
"3827","G5050",1,"turquoise"
"3828","RPL27A_containing_G5064",8,"pink"
"3829","G5067",7,"black"
"3830","G5074",1,"turquoise"
"3831","KCNA3_containing",3,"brown"
"3832","KCNA3",15,"midnightblue"
"3833","G5122",1,"turquoise"
"3834","G5128",2,"blue"
"3835","G5141",2,"blue"
"3836","G5156",1,"turquoise"
"3837","G5158",2,"blue"
"3838","SCARNA2_containing",2,"blue"
"3839","G5224",1,"turquoise"
"3840","G5233",1,"turquoise"
"3841","G5242",1,"turquoise"
"3842","G5245",1,"turquoise"
"3843","OTUD7B_containing",5,"green"
"3844","ANP32E_G5248",1,"turquoise"
"3845","GABPB2_containing",2,"blue"
"3846","SEMA6C_like",1,"turquoise"
"3847","G5304",5,"green"
"3848","G5325",2,"blue"
"3849","G534",6,"red"
"3850","G5386",2,"blue"
"3851","G5389",7,"black"
"3852","G5408",12,"tan"
"3853","G541",6,"red"
"3854","G5418",5,"green"
"3855","TPM3_G5439",5,"green"
"3856","G5440",34,"darkmagenta"
"3857","GATAD2B",8,"pink"
"3858","G5451",9,"magenta"
"3859","G5457",5,"green"
"3860","OGA_containing",3,"brown"
"3861","G5491",6,"red"
"3862","G5498",2,"blue"
"3863","G5499",1,"turquoise"
"3864","G5500",21,"darkred"
"3865","G5503",1,"turquoise"
"3866","G5507",1,"turquoise"
"3867","TRIM46",1,"turquoise"
"3868","G5514",1,"turquoise"
"3869","G552",16,"lightcyan"
"3870","G5543",34,"darkmagenta"
"3871","G5544",34,"darkmagenta"
"3872","G555",1,"turquoise"
"3873","G5559",5,"green"
"3874","SYT11_like",1,"turquoise"
"3875","G558",2,"blue"
"3876","G5583",5,"green"
"3877","G5586",6,"red"
"3878","G5588",13,"salmon"
"3879","G5599",1,"turquoise"
"3880","SAMD11_containing",13,"salmon"
"3881","G5636",2,"blue"
"3882","G5640",2,"blue"
"3883","G5644",2,"blue"
"3884","G5665",9,"magenta"
"3885","HMGN2_like_G5666",7,"black"
"3886","G5680",3,"brown"
"3887","G5692",6,"red"
"3888","AJAP1_containing",15,"midnightblue"
"3889","G5768",5,"green"
"3890","G5783",1,"turquoise"
"3891","G5793",15,"midnightblue"
"3892","G5814",12,"tan"
"3893","G5816",12,"tan"
"3894","G582",9,"magenta"
"3895","G5822",2,"blue"
"3896","G5827",2,"blue"
"3897","G5837",9,"magenta"
"3898","G5841",12,"tan"
"3899","PAX2",1,"turquoise"
"3900","SPSB1_containing",5,"green"
"3901","G5871",7,"black"
"3902","G5881",4,"yellow"
"3903","G5893",2,"blue"
"3904","G5895",10,"purple"
"3905","G5902",4,"yellow"
"3906","G5930",7,"black"
"3907","G5954",6,"red"
"3908","G5956",7,"black"
"3909","G598",8,"pink"
"3910","G5981",7,"black"
"3911","DDI2_containing",15,"midnightblue"
"3912","G604",35,"sienna3"
"3913","G6054",13,"salmon"
"3914","G6059",7,"black"
"3915","G6060",10,"purple"
"3916","G6078",1,"turquoise"
"3917","G6091",19,"lightyellow"
"3918","G6111",15,"midnightblue"
"3919","G6113",22,"darkgreen"
"3920","G6116",18,"lightgreen"
"3921","G6121",2,"blue"
"3922","G6122",2,"blue"
"3923","G6127",2,"blue"
"3924","G613",1,"turquoise"
"3925","G6134",2,"blue"
"3926","ECE1_containing_G6148",22,"darkgreen"
"3927","G6154",5,"green"
"3928","ZBTB40_containing",5,"green"
"3929","HNRNPR_like",2,"blue"
"3930","HNRNPR_containing",7,"black"
"3931","G6188",5,"green"
"3932","G6195",2,"blue"
"3933","G6207",5,"green"
"3934","SYF2_containing",8,"pink"
"3935","G6222",2,"blue"
"3936","G6229",2,"blue"
"3937","G6246",32,"violet"
"3938","HMGN2_containing_G6277",1,"turquoise"
"3939","ZDHHC18_like",1,"turquoise"
"3940","G6284",2,"blue"
"3941","PAFAH2_containing",1,"turquoise"
"3942","G6311",1,"turquoise"
"3943","G6320",1,"turquoise"
"3944","WASF2_containing",2,"blue"
"3945","G6323",1,"turquoise"
"3946","G6345",1,"turquoise"
"3947","TPT1_G6346",3,"brown"
"3948","G6347",6,"red"
"3949","G6348",31,"paleturquoise"
"3950","G6354",24,"darkgrey"
"3951","G6360",1,"turquoise"
"3952","G6366",1,"turquoise"
"3953","G6387",1,"turquoise"
"3954","G6401",12,"tan"
"3955","PTP4A2_containing",3,"brown"
"3956","G6407",1,"turquoise"
"3957","G6412",3,"brown"
"3958","ZBTB8A_containing",2,"blue"
"3959","G646",0,"grey"
"3960","G6497",1,"turquoise"
"3961","G650",2,"blue"
"3962","G6502",6,"red"
"3963","G652",2,"blue"
"3964","UQCRC2_containing",1,"turquoise"
"3965","G6530",1,"turquoise"
"3966","AGO3_containing",7,"black"
"3967","G6584",1,"turquoise"
"3968","HPCAL4_like",4,"yellow"
"3969","G6591",0,"grey"
"3970","G6601",3,"brown"
"3971","G6610",2,"blue"
"3972","G6626",16,"lightcyan"
"3973","HIVEP3",1,"turquoise"
"3974","G6669",4,"yellow"
"3975","G6677",7,"black"
"3976","G6705",10,"purple"
"3977","G6707",4,"yellow"
"3978","G672",2,"blue"
"3979","G674",14,"cyan"
"3980","G6743",0,"grey"
"3981","RPRD2",3,"brown"
"3982","G6796",1,"turquoise"
"3983","G6810",2,"blue"
"3984","G6814",2,"blue"
"3985","LINC01738_containing",2,"blue"
"3986","G6825",2,"blue"
"3987","G6830",2,"blue"
"3988","G6841",2,"blue"
"3989","TPGS2",9,"magenta"
"3990","BTF3L4_like",1,"turquoise"
"3991","RAB3B_containing",1,"turquoise"
"3992","G6872",16,"lightcyan"
"3993","G6886",6,"red"
"3994","G6911",2,"blue"
"3995","G692",5,"green"
"3996","G6952",2,"blue"
"3997","CC2D1B_containing",20,"royalblue"
"3998","G6969",6,"red"
"3999","G6975",1,"turquoise"
"4000","G6986",1,"turquoise"
"4001","NFIA_like",7,"black"
"4002","NFIA",6,"red"
"4003","G7001",4,"yellow"
"4004","DAB1_containing",1,"turquoise"
"4005","G7010",6,"red"
"4006","G7012",1,"turquoise"
"4007","G7016",2,"blue"
"4008","G7017",11,"greenyellow"
"4009","G7021",11,"greenyellow"
"4010","G7023",16,"lightcyan"
"4011","G7028",6,"red"
"4012","G7035",9,"magenta"
"4013","G7037",4,"yellow"
"4014","G7045",2,"blue"
"4015","MIR101-1_containing",2,"blue"
"4016","AK4_containing",2,"blue"
"4017","G7054",1,"turquoise"
"4018","G7058",2,"blue"
"4019","PDE4B_like",5,"green"
"4020","JAZF1",3,"brown"
"4021","G7067",18,"lightgreen"
"4022","G7079",7,"black"
"4023","G7083",6,"red"
"4024","G7088",10,"purple"
"4025","G7089",10,"purple"
"4026","G7096",1,"turquoise"
"4027","G7107",3,"brown"
"4028","NEGR1_containing",4,"yellow"
"4029","RPL5_G7135",1,"turquoise"
"4030","G7148",1,"turquoise"
"4031","LRRC40_containing",12,"tan"
"4032","MIGA1_containing",1,"turquoise"
"4033","G7161",6,"red"
"4034","G7163",2,"blue"
"4035","KCNQ1OT1_like_G7175",6,"red"
"4036","G7177",12,"tan"
"4037","G718",11,"greenyellow"
"4038","G7184",9,"magenta"
"4039","LCOR",2,"blue"
"4040","G7191",6,"red"
"4041","ZZZ3_containing",1,"turquoise"
"4042","G7215",1,"turquoise"
"4043","G7240",12,"tan"
"4044","LMO4_like_G7243",0,"grey"
"4045","G7250",3,"brown"
"4046","G7251",2,"blue"
"4047","G7256",1,"turquoise"
"4048","G7261",14,"cyan"
"4049","ZNF326_containing",2,"blue"
"4050","G7288",11,"greenyellow"
"4051","G7304",1,"turquoise"
"4052","LINC02609_like",1,"turquoise"
"4053","G7318",4,"yellow"
"4054","G7322",2,"blue"
"4055","G7325",3,"brown"
"4056","G7326",16,"lightcyan"
"4057","G7327",11,"greenyellow"
"4058","G7330",5,"green"
"4059","DR1_containing",4,"yellow"
"4060","G7345",2,"blue"
"4061","G7346",1,"turquoise"
"4062","G7352",27,"white"
"4063","ALG14_containing_G7358",4,"yellow"
"4064","G7359",4,"yellow"
"4065","G7372",1,"turquoise"
"4066","G7375",2,"blue"
"4067","AGL_containing_G7392",2,"blue"
"4068","G7396",6,"red"
"4069","G7400",6,"red"
"4070","G7401",7,"black"
"4071","G7417",6,"red"
"4072","G7419",1,"turquoise"
"4073","G7421",7,"black"
"4074","RNA45SN3_containing",34,"darkmagenta"
"4075","G7433",6,"red"
"4076","G7434",6,"red"
"4077","G7441",3,"brown"
"4078","SLC30A7",7,"black"
"4079","G7446",0,"grey"
"4080","G745",2,"blue"
"4081","G7451",15,"midnightblue"
"4082","G7471",2,"blue"
"4083","G7482",2,"blue"
"4084","G7486",5,"green"
"4085","G7489",12,"tan"
"4086","G7530",0,"grey"
"4087","G7557",2,"blue"
"4088","G7565",20,"royalblue"
"4089","G759",4,"yellow"
"4090","G7595",1,"turquoise"
"4091","G7600",1,"turquoise"
"4092","G7611",9,"magenta"
"4093","G7614",2,"blue"
"4094","G7624",15,"midnightblue"
"4095","G7632",1,"turquoise"
"4096","G7651",4,"yellow"
"4097","G7656",2,"blue"
"4098","G7659",3,"brown"
"4099","G7667",2,"blue"
"4100","G7674",2,"blue"
"4101","G7688",6,"red"
"4102","G7690",3,"brown"
"4103","FBXO41",7,"black"
"4104","G7712",7,"black"
"4105","EEF1E1_G7717",1,"turquoise"
"4106","G7742",11,"greenyellow"
"4107","G7743",1,"turquoise"
"4108","G7744",1,"turquoise"
"4109","G7749",3,"brown"
"4110","G7750",2,"blue"
"4111","MXD1",2,"blue"
"4112","GFPT1",0,"grey"
"4113","FBXO48_containing",2,"blue"
"4114","PPP3R1_like",4,"yellow"
"4115","G7788",1,"turquoise"
"4116","G7797",11,"greenyellow"
"4117","G7800",1,"turquoise"
"4118","G7818",1,"turquoise"
"4119","G7819",2,"blue"
"4120","G7822",11,"greenyellow"
"4121","FGFBP3_containing",7,"black"
"4122","G7868",0,"grey"
"4123","G7882",0,"grey"
"4124","G7901",2,"blue"
"4125","G7921",3,"brown"
"4126","G7922",2,"blue"
"4127","G793",6,"red"
"4128","G7932",7,"black"
"4129","STON1_containing",12,"tan"
"4130","G7966",20,"royalblue"
"4131","G7967",4,"yellow"
"4132","G7976",7,"black"
"4133","G8006",12,"tan"
"4134","G8024",7,"black"
"4135","G8032",4,"yellow"
"4136","G8037",14,"cyan"
"4137","G8040",1,"turquoise"
"4138","G8053",10,"purple"
"4139","G8056",1,"turquoise"
"4140","G8062",2,"blue"
"4141","G8068",7,"black"
"4142","G8069",2,"blue"
"4143","G8071",1,"turquoise"
"4144","G8072",3,"brown"
"4145","G8082",4,"yellow"
"4146","STRN_like",2,"blue"
"4147","G8084",2,"blue"
"4148","G810",11,"greenyellow"
"4149","G8103",22,"darkgreen"
"4150","G8109",7,"black"
"4151","G8118",22,"darkgreen"
"4152","G8122",22,"darkgreen"
"4153","G8134",1,"turquoise"
"4154","G8140",25,"orange"
"4155","G8142",25,"orange"
"4156","G8168",22,"darkgreen"
"4157","G8170",22,"darkgreen"
"4158","G8185",2,"blue"
"4159","G8190",22,"darkgreen"
"4160","G8191",22,"darkgreen"
"4161","SOX11_G8196",2,"blue"
"4162","G8198",1,"turquoise"
"4163","G82",14,"cyan"
"4164","G8209",13,"salmon"
"4165","G8212",13,"salmon"
"4166","G8227",9,"magenta"
"4167","G8229",2,"blue"
"4168","G823",6,"red"
"4169","G8230",15,"midnightblue"
"4170","G8231",15,"midnightblue"
"4171","G8238",1,"turquoise"
"4172","G8241",35,"sienna3"
"4173","G8242",1,"turquoise"
"4174","G8243",15,"midnightblue"
"4175","KLF11_containing",5,"green"
"4176","G8258",5,"green"
"4177","G826",5,"green"
"4178","G83",1,"turquoise"
"4179","G830",1,"turquoise"
"4180","G8311",1,"turquoise"
"4181","G8313",1,"turquoise"
"4182","G8348",2,"blue"
"4183","ST3GAL5_containing",7,"black"
"4184","G8360",2,"blue"
"4185","G8376",2,"blue"
"4186","G8379",4,"yellow"
"4187","G8411",6,"red"
"4188","G8431",0,"grey"
"4189","G8434",1,"turquoise"
"4190","G8437",2,"blue"
"4191","G8453",2,"blue"
"4192","G8456",6,"red"
"4193","G8462",4,"yellow"
"4194","G8479",3,"brown"
"4195","G8488",1,"turquoise"
"4196","G8491",6,"red"
"4197","FOSL2_containing",2,"blue"
"4198","G8500",1,"turquoise"
"4199","G8508",6,"red"
"4200","G8509",8,"pink"
"4201","CLIP4_containing",4,"yellow"
"4202","SLC30A6_containing",1,"turquoise"
"4203","G8546",4,"yellow"
"4204","G855",30,"steelblue"
"4205","G8550",1,"turquoise"
"4206","G8568",12,"tan"
"4207","G8574",1,"turquoise"
"4208","G8576",6,"red"
"4209","G8579",6,"red"
"4210","G858",1,"turquoise"
"4211","G8585",2,"blue"
"4212","G8587",6,"red"
"4213","G8599",5,"green"
"4214","G862",6,"red"
"4215","EXOC6",1,"turquoise"
"4216","G8632",1,"turquoise"
"4217","G8638",9,"magenta"
"4218","G8639",6,"red"
"4219","G8647",7,"black"
"4220","G8654",1,"turquoise"
"4221","G8658",1,"turquoise"
"4222","BMPR1A_like",9,"magenta"
"4223","G870",1,"turquoise"
"4224","G8709",2,"blue"
"4225","G8711",0,"grey"
"4226","G8712",2,"blue"
"4227","G8714",1,"turquoise"
"4228","G8715",6,"red"
"4229","G8728",12,"tan"
"4230","GRID1_like",4,"yellow"
"4231","G8732",6,"red"
"4232","G8737",6,"red"
"4233","ZC3H6_containing",7,"black"
"4234","G8793",5,"green"
"4235","G8794",8,"pink"
"4236","G8797",2,"blue"
"4237","G8800",1,"turquoise"
"4238","G881",1,"turquoise"
"4239","G882",1,"turquoise"
"4240","LONRF2_containing",1,"turquoise"
"4241","MAPRE1_like",1,"turquoise"
"4242","G8857",2,"blue"
"4243","AFF3_like",9,"magenta"
"4244","G8863",1,"turquoise"
"4245","G8870",1,"turquoise"
"4246","G8873",6,"red"
"4247","G8875",1,"turquoise"
"4248","POU3F3",2,"blue"
"4249","G8878",2,"blue"
"4250","G8879",2,"blue"
"4251","G8896",2,"blue"
"4252","POU3F3_like",2,"blue"
"4253","G8910",1,"turquoise"
"4254","G8916",1,"turquoise"
"4255","G8926",5,"green"
"4256","G8931",2,"blue"
"4257","G8935",1,"turquoise"
"4258","SH3RF3_containing",2,"blue"
"4259","G8953",6,"red"
"4260","G8954",6,"red"
"4261","G8955",6,"red"
"4262","G8956",6,"red"
"4263","G8958",4,"yellow"
"4264","ST6GAL2_containing",2,"blue"
"4265","G8963",20,"royalblue"
"4266","G8967",2,"blue"
"4267","G8968",1,"turquoise"
"4268","G8970",2,"blue"
"4269","G8982",2,"blue"
"4270","G8985",29,"saddlebrown"
"4271","G8988",2,"blue"
"4272","CAPZA1_like_G9008",35,"sienna3"
"4273","G9023",6,"red"
"4274","G9039",11,"greenyellow"
"4275","G9042",5,"green"
"4276","G9051",12,"tan"
"4277","G9062",6,"red"
"4278","ZNF208_containing_G9075",2,"blue"
"4279","ZNF738_containing_G9078",2,"blue"
"4280","G908",2,"blue"
"4281","G9083",7,"black"
"4282","G9087",2,"blue"
"4283","HMGN2P46",9,"magenta"
"4284","G9107",0,"grey"
"4285","G9108",3,"brown"
"4286","G9123",1,"turquoise"
"4287","PHACTR1_G9140",9,"magenta"
"4288","G9150",1,"turquoise"
"4289","PHACTR1_G9152",5,"green"
"4290","G9157",2,"blue"
"4291","MMADHC_like",2,"blue"
"4292","G9171",5,"green"
"4293","G9175",6,"red"
"4294","G9183",0,"grey"
"4295","G9187",2,"blue"
"4296","G9194",6,"red"
"4297","G92",2,"blue"
"4298","G9213",2,"blue"
"4299","G9214",1,"turquoise"
"4300","NRG3_containing",5,"green"
"4301","G923",2,"blue"
"4302","G924",1,"turquoise"
"4303","G9244",21,"darkred"
"4304","PTP4A2_like",1,"turquoise"
"4305","G926",3,"brown"
"4306","G9274",7,"black"
"4307","MIRLET7D_containing",2,"blue"
"4308","G9290",22,"darkgreen"
"4309","G930",5,"green"
"4310","G9305",1,"turquoise"
"4311","G9309",19,"lightyellow"
"4312","G931",3,"brown"
"4313","SHC3_containing",9,"magenta"
"4314","G9369",6,"red"
"4315","G9389",6,"red"
"4316","G9393",2,"blue"
"4317","G9395",2,"blue"
"4318","G9401",0,"grey"
"4319","G9411",1,"turquoise"
"4320","G9417",7,"black"
"4321","G9434",2,"blue"
"4322","G9437",7,"black"
"4323","G9441",2,"blue"
"4324","G9457",2,"blue"
"4325","G9481",1,"turquoise"
"4326","G9482",1,"turquoise"
"4327","G9486",2,"blue"
"4328","G9488",2,"blue"
"4329","DOK6",3,"brown"
"4330","DOK6_containing",9,"magenta"
"4331","G9499",10,"purple"
"4332","G9503",1,"turquoise"
"4333","G9512",2,"blue"
"4334","G9526",1,"turquoise"
"4335","G9538",3,"brown"
"4336","G9543",2,"blue"
"4337","G9550",2,"blue"
"4338","G9553",28,"skyblue"
"4339","G9559",7,"black"
"4340","RNF152_containing",10,"purple"
"4341","G9576",6,"red"
"4342","G9577",8,"pink"
"4343","G9580",0,"grey"
"4344","SPCS2",5,"green"
"4345","G9591",9,"magenta"
"4346","G9595",0,"grey"
"4347","ST8SIA3_like",4,"yellow"
"4348","G9615",7,"black"
"4349","RAB27B",9,"magenta"
"4350","G9625",1,"turquoise"
"4351","G9637",2,"blue"
"4352","G9640",12,"tan"
"4353","G9642",3,"brown"
"4354","G9647",7,"black"
"4355","G9662",4,"yellow"
"4356","G9664",1,"turquoise"
"4357","G9670",9,"magenta"
"4358","G9691",1,"turquoise"
"4359","PDE4D_like",26,"darkorange"
"4360","RNF165",2,"blue"
"4361","G9718",0,"grey"
"4362","SETBP1_like",4,"yellow"
"4363","G9721",1,"turquoise"
"4364","G9729",1,"turquoise"
"4365","G9745",2,"blue"
"4366","FAM169A_containing",3,"brown"
"4367","G9747",2,"blue"
"4368","G9748",2,"blue"
"4369","G9749",2,"blue"
"4370","G9750",2,"blue"
"4371","G9752",7,"black"
"4372","G9753",2,"blue"
"4373","G9756",2,"blue"
"4374","G9758",2,"blue"
"4375","G9762",2,"blue"
"4376","CELF4_G9763",8,"pink"
"4377","G9765",2,"blue"
"4378","GALNT1",8,"pink"
"4379","ZNF24",9,"magenta"
"4380","RPL24_like",8,"pink"
"4381","ASXL3_like_G9786",1,"turquoise"
"4382","G980",2,"blue"
"4383","ASXL3",6,"red"
"4384","G982",2,"blue"
"4385","KCNMA1_containing",4,"yellow"
"4386","G9897",3,"brown"
"4387","G9928",2,"blue"
"4388","G9940",1,"turquoise"
"4389","G9959",3,"brown"
"4390","ENOSF1_containing",19,"lightyellow"
"4391","G9980",19,"lightyellow"
"4392","G9982",1,"turquoise"
"4393","Dhfr",22,"darkgreen"
"4394","Msh3",13,"salmon"
"4395","Tmem167a",3,"brown"
"4396","Glce",3,"brown"
"4397","Rbm33",11,"greenyellow"
"4398","Shh",2,"blue"
"4399","Ptpn5",26,"darkorange"
"4400","Igsf22",2,"blue"
"4401","Tmem86a",1,"turquoise"
"4402","Spty2d1",2,"blue"
"4403","SPTY2D1OS_containing",7,"black"
"4404","Uevld",12,"tan"
"4405","Tsg101",1,"turquoise"
"4406","LDHC_containing",1,"turquoise"
"4407","Ldha",8,"pink"
"4408","Gtf2h1",1,"turquoise"
"4409","Rplp1",1,"turquoise"
"4410","Hps5",2,"blue"
"4411","Saal1",3,"brown"
"4412","Sergef",1,"turquoise"
"4413","Kcnc1",1,"turquoise"
"4414","Ush1c",13,"salmon"
"4415","Abcc8",5,"green"
"4416","Kcnj11",4,"yellow"
"4417","Nucb2",9,"magenta"
"4418","HSD17B11_gene10047",14,"cyan"
"4419","Pik3c2a",2,"blue"
"4420","Rps13",1,"turquoise"
"4421","Plekha7",12,"tan"
"4422","CUNH11orf58",1,"turquoise"
"4423","Sox6",6,"red"
"4424","Tle3",2,"blue"
"4425","Calcb",20,"royalblue"
"4426","CALCA",20,"royalblue"
"4427","Pde3b",6,"red"
"4428","Psma1",1,"turquoise"
"4429","Copb1",14,"cyan"
"4430","Rras2",2,"blue"
"4431","Spon1",14,"cyan"
"4432","Far1",6,"red"
"4433","Btbd10",8,"pink"
"4434","Arntl",2,"blue"
"4435","Rassf10",2,"blue"
"4436","Tead1",3,"brown"
"4437","Parva",1,"turquoise"
"4438","Uaca",12,"tan"
"4439","Mical2",32,"violet"
"4440","Dkk3",1,"turquoise"
"4441","Usp47",3,"brown"
"4442","Galnt18",1,"turquoise"
"4443","Zbed5",2,"blue"
"4444","Eif4g2",3,"brown"
"4445","Ctr9",2,"blue"
"4446","Larp6",1,"turquoise"
"4447","Mrvi1",2,"blue"
"4448","Lyve1",2,"blue"
"4449","Rnf141",6,"red"
"4450","Ampd3",4,"yellow"
"4451","Adm",8,"pink"
"4452","Sbf2",6,"red"
"4453","Swap70",2,"blue"
"4454","Wee1",2,"blue"
"4455","Znf143",0,"grey"
"4456","Pkp4",12,"tan"
"4457","Ipo7",3,"brown"
"4458","LOC106144938",1,"turquoise"
"4459","Tmem41b",4,"yellow"
"4460","Dennd5a",12,"tan"
"4461","Scube2",10,"purple"
"4462","Nrip3",4,"yellow"
"4463","Tmem9b",1,"turquoise"
"4464","CUNH11orf16",10,"purple"
"4465","Lrrc49",1,"turquoise"
"4466","Akip1",14,"cyan"
"4467","St5",1,"turquoise"
"4468","Rpl27a",1,"turquoise"
"4469","Trim66",11,"greenyellow"
"4470","Stk33",10,"purple"
"4471","Lmo1",1,"turquoise"
"4472","Ric3",3,"brown"
"4473","Tub",4,"yellow"
"4474","Eif3f",1,"turquoise"
"4475","Nme6",1,"turquoise"
"4476","Plxnb1",6,"red"
"4477","Ccdc51",28,"skyblue"
"4478","Thsd4",3,"brown"
"4479","Atrip",1,"turquoise"
"4480","Trex1",1,"turquoise"
"4481","Shisa5",28,"skyblue"
"4482","Pfkfb4",2,"blue"
"4483","Col7a1",1,"turquoise"
"4484","UQCRC1",1,"turquoise"
"4485","Slc26a6",7,"black"
"4486","Celsr3",13,"salmon"
"4487","Nckipsd",1,"turquoise"
"4488","Ip6k2",8,"pink"
"4489","Prkar2a",3,"brown"
"4490","RPSAP58",1,"turquoise"
"4491","Slc25a20",1,"turquoise"
"4492","Arih2",1,"turquoise"
"4493","P4htm",1,"turquoise"
"4494","Wdr6",1,"turquoise"
"4495","Dalrd3",5,"green"
"4496","Ndufaf3",1,"turquoise"
"4497","Impdh2",1,"turquoise"
"4498","Qrich1",4,"yellow"
"4499","Qars",1,"turquoise"
"4500","Usp19",23,"darkturquoise"
"4501","Lamb2",13,"salmon"
"4502","Ccdc71",1,"turquoise"
"4503","Klhdc8b",5,"green"
"4504","CUNH3orf62",1,"turquoise"
"4505","Usp4",1,"turquoise"
"4506","Gpx1",1,"turquoise"
"4507","Rhoa",1,"turquoise"
"4508","Tcta",1,"turquoise"
"4509","Amt",13,"salmon"
"4510","Nicn1",5,"green"
"4511","Myo9a",3,"brown"
"4512","Dag1",4,"yellow"
"4513","Bsn",3,"brown"
"4514","Apeh",10,"purple"
"4515","Mst1",7,"black"
"4516","Rnf123",4,"yellow"
"4517","Amigo3",1,"turquoise"
"4518","Gmppb",8,"pink"
"4519","Ip6k1",1,"turquoise"
"4520","Senp8",4,"yellow"
"4521","Uba7",13,"salmon"
"4522","Traip",1,"turquoise"
"4523","Camkv",4,"yellow"
"4524","Mon1a",1,"turquoise"
"4525","Rbm6",6,"red"
"4526","Rbm5",2,"blue"
"4527","Sema3f",26,"darkorange"
"4528","Gramd2a",1,"turquoise"
"4529","Gnat1",3,"brown"
"4530","Slc38a3",26,"darkorange"
"4531","Gnai2",5,"green"
"4532","Sema3b",5,"green"
"4533","Ifrd2",2,"blue"
"4534","Hyal3",5,"green"
"4535","Nat6",9,"magenta"
"4536","Hyal1",12,"tan"
"4537","Hyal2",2,"blue"
"4538","Pkm",1,"turquoise"
"4539","Tusc2",1,"turquoise"
"4540","Rassf1",2,"blue"
"4541","Zmynd10",10,"purple"
"4542","CYB561D2_like_gene10203",5,"green"
"4543","Tmem115",1,"turquoise"
"4544","Cacna2d2",3,"brown"
"4545","CUNH3orf18",1,"turquoise"
"4546","Hemk1",1,"turquoise"
"4547","Mapkapk3",2,"blue"
"4548","Parp6",8,"pink"
"4549","Dock3",3,"brown"
"4550","Manf",1,"turquoise"
"4551","Rbm15b",14,"cyan"
"4552","Dcaf1",2,"blue"
"4553","Rad54l2",3,"brown"
"4554","Tex264",1,"turquoise"
"4555","Celf6",18,"lightgreen"
"4556","Grm2",18,"lightgreen"
"4557","Hexa",1,"turquoise"
"4558","Rrp9",8,"pink"
"4559","Parp3",1,"turquoise"
"4560","Gpr62",5,"green"
"4561","Pcbp4",5,"green"
"4562","ACY1_like",5,"green"
"4563","Abhd14b",5,"green"
"4564","Abhd14a",1,"turquoise"
"4565","Rpl29",1,"turquoise"
"4566","Poc1a",8,"pink"
"4567","Alas1",1,"turquoise"
"4568","TWF2",8,"pink"
"4569","Ppm1m",2,"blue"
"4570","Wdr82",3,"brown"
"4571","Glyctk",5,"green"
"4572","Arih1",2,"blue"
"4573","Col6a5",16,"lightcyan"
"4574","Pik3r4",4,"yellow"
"4575","Atp2c1",16,"lightcyan"
"4576","Aste1",2,"blue"
"4577","Nek11",10,"purple"
"4578","NUDT16",1,"turquoise"
"4579","Mrpl3",1,"turquoise"
"4580","Cpne4",0,"grey"
"4581","Dnajc13",6,"red"
"4582","RPL21P28",8,"pink"
"4583","Bbs4",1,"turquoise"
"4584","Acad11",1,"turquoise"
"4585","Ackr4",5,"green"
"4586","Uba5",1,"turquoise"
"4587","Nphp3",6,"red"
"4588","Tmem108",4,"yellow"
"4589","Cdv3",4,"yellow"
"4590","Adpgk",2,"blue"
"4591","Topbp1",1,"turquoise"
"4592","Tf",1,"turquoise"
"4593","TF",1,"turquoise"
"4594","Srprb",1,"turquoise"
"4595","Rab6b",4,"yellow"
"4596","Slco2a1",27,"white"
"4597","Ryk",2,"blue"
"4598","Amotl2",11,"greenyellow"
"4599","Anapc13",1,"turquoise"
"4600","Cep63",1,"turquoise"
"4601","Ky",4,"yellow"
"4602","EPHB1_like",4,"yellow"
"4603","Ephb1",4,"yellow"
"4604","Ppp2r3a",4,"yellow"
"4605","Msl2",2,"blue"
"4606","Pccb",1,"turquoise"
"4607","Stag1",22,"darkgreen"
"4608","Ccdc148",6,"red"
"4609","Neo1",11,"greenyellow"
"4610","Nck1",2,"blue"
"4611","Bmp7",10,"purple"
"4612","Rae1",1,"turquoise"
"4613","Rbm38",1,"turquoise"
"4614","Hcn4",31,"paleturquoise"
