unique_gene_symbol,cluster_liv,cluster_fb,cluster_hy,cluster_med,liv_LRT_padj,gro_LRT_padj,gropro_LRT_padj,fb_LRT_padj,hy_LRT_padj,med_LRT_padj,adr_LRT_padj,kid_LRT_padj,gene_id,source,orf_len,micropeptide_pred,micropeptide_homology,exons,rna_len,transcript_id,novel,min_padj,domains,br_expr,edited,majiq_directed
SHQ1_like,Cold_high_EH,insig,insig,Winter_high,2.545348788848489e-7,0.022797740206190017,0.8654097168385224,0.0653667945199139,0.3088587385335563,1.548268985143177e-5,0.03220300500877761,0.00155084579675551,G15208,human_blastn,544,TRUE,NA,11,1809,TU26063,1,2.545348788848489e-7,1,1,FALSE,0
G15282,Cold_low_EM,filtered,filtered,filtered,1.3430261607378107e-14,0.20352220997248818,0.005844262660207317,NA,NA,NA,3.8353501768192057e-19,0.018838517620343987,G15282,reference,64,TRUE,NA,2,865,TU26169,1,3.8353501768192057e-19,0,1,FALSE,0
EIF4E3,Winter_high,insig,insig,insig,2.688816613244606e-4,0.0028928075615691586,NA,0.8680191635126611,0.3999588225536941,0.308665721855746,0.7778066224255283,0.8779577581437774,G15301,human_blastn,675,TRUE,NA,19,5805,TU26203,1,2.688816613244606e-4,0,1,FALSE,0
G15437,Cold_high_EM,filtered,filtered,filtered,1.3712341814529198e-10,NA,NA,NA,NA,NA,NA,NA,G15437,reference,235,TRUE,NA,4,895,TU26438,1,1.3712341814529198e-10,0,1,FALSE,0
G15489,Cold_high_EH,filtered,filtered,filtered,3.00390426469806e-13,NA,NA,NA,NA,NA,0.9608217026572036,0.0920905394169808,G15489,reference,84,TRUE,NA,1,1104,TU26515,1,3.00390426469806e-13,0,1,FALSE,0
G161,Cold_high_EH,filtered,insig,filtered,8.491802921109929e-4,NA,NA,NA,0.5714807269722415,NA,0.0886414933151113,0.8786548382730881,G161,reference,10,FALSE,NA,1,242,TU250,1,8.491802921109929e-4,0,1,FALSE,0
G16353,SA_high,Cold_low_EM,Cold_low_EM,Cold_low_EM,1.622198554336428e-22,NA,NA,3.7760257860906327e-10,2.4915716055141684e-17,4.0952336206339875e-16,1.3275909373969194e-10,3.4763505928171e-5,G16353,reference,159,TRUE,NA,1,4806,TU27864,1,1.622198554336428e-22,0,1,FALSE,0
G16444,Winter_low,Cold_low_EH,Cold_low_EM,Cold_low_EM,1.033877454688836e-17,NA,NA,1.3262304694743377e-10,1.3854461287101927e-29,1.3835623804542045e-33,2.6045956636857996e-4,0.40220745747965186,G16444,reference,86,TRUE,NA,1,8301,TU28037,1,1.3835623804542045e-33,0,1,FALSE,0
G16448,Winter_low,Cold_low_EM,Cold_low_EM,filtered,4.707123622839869e-16,NA,NA,4.719280143738824e-17,1.998445891104389e-32,NA,5.774215659724722e-22,2.7401789858797302e-5,G16448,reference,91,TRUE,NA,1,2228,TU28041,1,1.998445891104389e-32,1,1,FALSE,0
PNPLA8_containing,Cold_low_EM,insig,insig,insig,1.7986243005881455e-4,NA,NA,0.4265548529763539,0.253188074104514,0.38925849730392237,0.19461544319626956,0.018913152431015434,G16511,human_blastn,87,TRUE,NA,1,2336,TU28145,1,1.7986243005881455e-4,0,1,FALSE,0
G16566,Winter_low,filtered,filtered,filtered,2.47879094791671e-13,NA,NA,NA,NA,NA,NA,0.0039868210729356495,G16566,reference,86,TRUE,NA,2,4396,TU28228,1,2.47879094791671e-13,0,1,FALSE,0
MIR148A_containing,Cold_low_EH,filtered,filtered,filtered,2.991522560599231e-23,NA,NA,NA,NA,NA,4.195390666395714e-4,NA,G16643,human_blastn,39,TRUE,NA,1,1490,TU28368,1,2.991522560599231e-23,0,1,FALSE,0
G16888,Cold_low_EM,filtered,filtered,filtered,3.2230733548243044e-5,1.389234333366606e-7,9.354272248642223e-11,NA,NA,NA,NA,NA,G16888,reference,86,TRUE,NA,2,1285,TU28773,1,9.354272248642223e-11,0,1,FALSE,0
AACSP1_containing,Winter_low,Cold_low_EL,IBA_high,Cold_low_EL,6.618038599560905e-30,NA,NA,2.6259659029968576e-26,5.983153961322469e-21,6.795341606731455e-27,NA,4.319330292461263e-5,G17383,human_blastn,142,TRUE,NA,1,5675,TU29536,1,6.618038599560905e-30,0,1,FALSE,0
G17818,Winter_low,filtered,filtered,filtered,4.0115041475857196e-4,NA,NA,NA,NA,NA,NA,NA,G17818,reference,145,TRUE,NA,1,2532,TU30270,1,4.0115041475857196e-4,0,1,FALSE,0
G18045,Winter_low,filtered,filtered,filtered,4.363646938721741e-9,NA,NA,NA,NA,NA,NA,NA,G18045,reference,177,TRUE,NA,4,1612,TU30637,1,4.363646938721741e-9,0,1,FALSE,0
G18683,Winter_low,insig,Winter_low,Winter_low,1.5874651659105502e-8,NA,NA,0.27803190215609436,1.1203613019692351e-8,7.195552681620325e-6,3.9777941207330003e-4,0.024357853378492385,G18683,reference,64,FALSE,NA,1,236,TU31684,1,1.1203613019692351e-8,1,1,FALSE,0
G2027,IBA_low,filtered,filtered,filtered,5.455131394148443e-12,1.3850923982415326e-8,3.5447954071576695e-19,NA,NA,NA,NA,NA,G2027,reference,100,TRUE,NA,1,5791,TU3543,1,3.5447954071576695e-19,0,1,FALSE,0
G204,Winter_low,filtered,filtered,filtered,3.156219938840539e-6,NA,NA,NA,NA,NA,0.020031055049521154,NA,G204,reference,192,TRUE,NA,1,2250,TU331,1,3.156219938840539e-6,1,1,FALSE,0
G20474,Cold_high_EH,filtered,filtered,filtered,2.4467184882446605e-13,NA,NA,NA,NA,NA,NA,NA,G20474,reference,125,TRUE,NA,1,5589,TU34789,1,2.4467184882446605e-13,0,1,FALSE,0
G20476,Winter_high,filtered,filtered,filtered,3.65300087863699e-21,NA,NA,NA,NA,NA,1.0849430829213261e-7,8.326200583472479e-4,G20476,reference,217,TRUE,NA,1,2468,TU34801,1,3.65300087863699e-21,0,1,FALSE,0
G20647,Cold_high_EL,filtered,filtered,filtered,6.269008487309745e-14,NA,NA,NA,NA,NA,4.155987516649958e-17,NA,G20647,reference,144,TRUE,NA,1,4153,TU35105,1,4.155987516649958e-17,0,1,FALSE,0
MIR194-2HG_containing,Cold_low_EM,filtered,filtered,filtered,4.959428432994562e-40,NA,NA,NA,NA,NA,NA,1.9729483677411552e-13,G20704,human_blastn,94,TRUE,NA,1,1996,TU35197,1,4.959428432994562e-40,0,1,FALSE,0
G20749,Winter_low,filtered,filtered,filtered,1.2153590492062735e-10,NA,NA,NA,NA,NA,NA,NA,G20749,reference,175,TRUE,NA,2,4170,TU35301,1,1.2153590492062735e-10,0,1,FALSE,0
G21247,SA_high,filtered,filtered,filtered,9.294201551934172e-6,NA,NA,NA,NA,NA,0.666104887574141,0.3031153035328723,G21247,reference,107,FALSE,NA,1,447,TU36122,1,9.294201551934172e-6,1,1,FALSE,0
G21802,Cold_high_EL,filtered,Cold_high_EL,filtered,3.0864601390529843e-27,NA,NA,NA,3.462377147059598e-84,NA,6.14551364238113e-131,6.176500740951607e-26,G21802,reference,21,TRUE,NA,1,360,TU37067,1,6.14551364238113e-131,0,1,FALSE,0
G21834,Winter_low,filtered,filtered,filtered,3.912510134613699e-5,NA,NA,NA,NA,NA,NA,NA,G21834,reference,117,TRUE,NA,3,1633,TU37121,1,3.912510134613699e-5,0,1,FALSE,0
G22991,Cold_low_EL,filtered,filtered,filtered,3.7502952948754654e-18,NA,NA,NA,NA,NA,NA,NA,G22991,reference,72,TRUE,NA,1,2515,TU39113,1,3.7502952948754654e-18,0,1,FALSE,0
G23499,Winter_low,filtered,filtered,filtered,4.530297558176572e-4,7.813097570935844e-4,3.7524225106881637e-13,NA,NA,NA,NA,0.03651271881994852,G23499,reference,220,TRUE,NA,1,4068,TU40128,1,3.7524225106881637e-13,0,1,FALSE,0
G23509,Unassigned,filtered,filtered,filtered,2.3903453344981793e-4,1.7296076042140642e-22,1.9787797396902802e-5,NA,NA,NA,NA,NA,G23509,reference,205,TRUE,NA,1,6994,TU40173,1,1.7296076042140642e-22,0,1,FALSE,0
G23851,Cold_low_EM,filtered,filtered,filtered,1.189205237813894e-27,5.271648223193424e-7,0.03313111735314636,NA,NA,NA,7.119630368973733e-28,NA,G23851,reference,127,TRUE,NA,1,3505,TU40812,1,7.119630368973733e-28,0,1,FALSE,0
G23915,Winter_high,insig,insig,insig,4.921142269075977e-6,0.030158077619943168,0.001570109618178434,0.038880516881657966,0.622073434240127,0.015160042944729894,0.6313720091077274,3.4492208078832427e-7,G23915,reference,66,TRUE,NA,1,3836,TU40949,1,3.4492208078832427e-7,0,1,FALSE,0
G24032,Cold_low_EM,filtered,filtered,filtered,1.7947097728397796e-4,NA,NA,NA,NA,NA,NA,NA,G24032,reference,26,TRUE,NA,1,309,TU41192,1,1.7947097728397796e-4,0,1,FALSE,0
G24067,Cold_low_EL,filtered,filtered,filtered,3.616301782610656e-25,NA,NA,NA,NA,NA,NA,NA,G24067,reference,11,TRUE,NA,1,251,TU41251,1,3.616301782610656e-25,0,1,FALSE,0
G24327,Winter_low,filtered,filtered,filtered,5.36402164491683e-9,3.1114470866897348e-15,3.601072421196863e-5,NA,NA,NA,NA,NA,G24327,reference,215,TRUE,NA,3,2052,TU41697,1,3.1114470866897348e-15,1,1,FALSE,0
G24346,Winter_low,filtered,filtered,filtered,4.221607580316181e-9,5.207938271133494e-12,0.007533679270646317,NA,NA,NA,NA,NA,G24346,reference,81,TRUE,NA,4,6678,TU41731,1,5.207938271133494e-12,0,1,FALSE,0
G24477,Cold_high_EH,filtered,filtered,filtered,5.800121502958387e-6,NA,NA,NA,NA,NA,NA,NA,G24477,reference,56,TRUE,NA,3,1642,TU41931,1,5.800121502958387e-6,0,1,FALSE,0
G24547,IBA_low,filtered,filtered,filtered,4.5182570445885344e-7,NA,NA,NA,NA,NA,NA,NA,G24547,reference,54,TRUE,NA,1,2753,TU42043,1,4.5182570445885344e-7,0,1,FALSE,0
G24945,IBA_low,filtered,filtered,filtered,6.747176141447992e-13,NA,NA,NA,NA,NA,NA,0.23917936689811534,G24945,reference,110,TRUE,NA,1,767,TU42676,1,6.747176141447992e-13,0,1,FALSE,0
RPN1_containing,Winter_high,insig,insig,insig,1.0456045462662187e-14,NA,NA,0.011360951266603277,0.23932417741209883,0.001937237990132567,0.018424785405737935,0.15563005479583744,G2560,human_blastn,358,TRUE,RPN1_human_SPROHSA197620,1,1802,TU4457,1,1.0456045462662187e-14,1,1,FALSE,0
TPM1,IBA_low,filtered,filtered,filtered,6.122070929929227e-5,NA,NA,NA,NA,NA,NA,0.005582853620229404,G25607,squirrel_blastn,38,TRUE,NA,1,250,TU43816,1,6.122070929929227e-5,0,1,FALSE,0
G26277,Cold_low_EM,filtered,filtered,filtered,1.6210873096399042e-28,2.5101650163417543e-50,1.5779287959655663e-18,NA,NA,NA,NA,1.3338513291700227e-5,G26277,reference,65,TRUE,NA,1,6408,TU44924,1,2.5101650163417543e-50,0,1,FALSE,0
KCNQ1OT1_like_G26527,SA_high,insig,filtered,insig,7.54564659322121e-11,NA,NA,0.005404187202583647,NA,0.004218206739333874,0.23338331260478243,1.4388849468694802e-7,G26527,human_blastn,265,TRUE,NA,1,1055,TU45337,1,7.54564659322121e-11,0,1,FALSE,0
MIR17HG_containing,Cold_low_EH,filtered,filtered,filtered,1.606754437644464e-5,NA,NA,NA,NA,NA,NA,NA,G26566,human_blastn,72,TRUE,NA,2,4273,TU45399,1,1.606754437644464e-5,0,1,FALSE,0
G2669,Winter_low,filtered,filtered,filtered,4.732381029480248e-16,NA,NA,NA,NA,NA,NA,NA,G2669,reference,124,TRUE,NA,1,16217,TU4679,1,4.732381029480248e-16,0,1,FALSE,0
G26700,Cold_low_EL,filtered,filtered,filtered,7.452109897150844e-17,NA,NA,NA,NA,NA,NA,NA,G26700,reference,103,TRUE,NA,1,7418,TU45632,1,7.452109897150844e-17,0,1,FALSE,0
G26929,Unassigned,filtered,filtered,filtered,5.772818686214778e-9,NA,NA,NA,NA,NA,0.0013276934918138733,3.356946677385508e-15,G26929,reference,397,TRUE,NA,5,2297,TU46007,1,3.356946677385508e-15,1,1,FALSE,0
G27048,Winter_high,filtered,filtered,filtered,6.403090019509117e-5,NA,NA,NA,NA,NA,NA,NA,G27048,reference,174,TRUE,NA,1,1477,TU46222,1,6.403090019509117e-5,0,1,FALSE,0
