unique_gene_symbol,hy_LRT_padj,fore_LRT_padj,med_LRT_padj,adr_LRT_padj,liv_LRT_padj,kid_LRT_padj,cluster_f,cluster_h,cluster_m,gene_id,source,orf_len,exons,rna_len,novel,min_sig,domains,br_expr,nonbr_expr,transcript_id,majiq_directed
RYBP_like,1.3358453383393092e-22,1.1959746991901388e-10,9.879521382996921e-22,0.1538951712293167,6.80802589901417e-5,5.602023125137323e-5,Cold_low_EL,Cold_low_EL,Cold_low_EM,G15167,human_blastn,133,4,4156,1,1.3358453383393092e-22,0,1,1,TU25988,0
COPG2IT1_containing,0.27421113969027394,2.0175513530515737e-6,0.31043105705698687,0.05297261760596969,NA,NA,Unassigned,insig,insig,G16073,human_blastn,88,2,5752,1,2.0175513530515737e-6,0,1,1,TU27420,0
G16353,2.4915716055141684e-17,3.7760257860906327e-10,4.0952336206339875e-16,1.327590937296902e-10,1.622198554336428e-22,3.4763505929837317e-5,Cold_low_EM,Cold_low_EM,Cold_low_EM,G16353,reference,159,1,4806,1,2.4915716055141684e-17,0,1,1,TU27864,0
CCDC71L_like,NA,2.456383824412145e-4,NA,NA,NA,NA,Winter_low,filtered,filtered,G16404,human_blastn,42,1,1022,1,2.456383824412145e-4,0,1,0,TU27950,0
G16444,1.3854461287101927e-29,1.3262304694743377e-10,1.3835623804542045e-33,2.6045956635755075e-4,1.033877454688836e-17,0.40220745748135517,Cold_low_EH,Cold_low_EM,Cold_low_EM,G16444,reference,86,1,8301,1,1.3835623804542045e-33,0,1,1,TU28037,0
G16448,1.998445891104389e-32,4.719280143738824e-17,NA,5.77421565815288e-22,4.707123622839869e-16,2.7401789860411547e-5,Cold_low_EM,Cold_low_EM,filtered,G16448,reference,91,1,2228,1,1.998445891104389e-32,1,1,1,TU28041,0
G16818,NA,2.2809273285808782e-4,NA,NA,NA,NA,Unassigned,filtered,filtered,G16818,reference,117,1,6196,1,2.2809273285808782e-4,1,1,0,TU28660,0
G17128,0.00643212265042092,7.0921431994716624e-9,0.0014207740726790926,0.001317054340874291,NA,6.293536946995584e-4,Cold_low_EM,insig,insig,G17128,reference,108,1,3829,1,7.0921431994716624e-9,0,1,1,TU29169,0
G17219,NA,7.947460216519638e-4,NA,0.008317333327113185,NA,NA,Winter_low,filtered,filtered,G17219,reference,45,1,253,1,7.947460216519638e-4,0,1,1,TU29295,0
EPS15_like,9.893042101354057e-4,6.494536488354636e-4,0.5270899503003058,0.13930111043842697,0.2799026996205605,0.20295675162710336,Winter_low,Unassigned,insig,G17242,human_blastn,25,1,686,1,6.494536488354636e-4,0,1,1,TU29326,0
AACSP1_containing,5.983153961322469e-21,2.6259659029968576e-26,6.795341606731455e-27,NA,6.618038599560905e-30,4.319330292612373e-5,Cold_low_EL,IBA_high,Cold_low_EL,G17383,human_blastn,142,1,5675,1,6.795341606731455e-27,0,1,1,TU29536,0
G17390,9.958175660089126e-22,4.878936056944418e-5,3.206930122853596e-5,0.28225280009202997,NA,NA,Unassigned,Cold_high_EM,Cold_high_EH,G17390,reference,69,1,7167,1,9.958175660089126e-22,0,1,1,TU29547,0
SRSF3_G17416,1.172790893701296e-17,2.0232376905050788e-5,NA,0.0037905508290763125,0.003587856319719637,9.898443075396875e-6,Cold_low_EM,Cold_low_EL,filtered,G17416,human_blastn,160,1,1429,1,1.172790893701296e-17,0,1,1,TU29614,0
G17612,0.4060491067744359,1.7733836270569081e-4,0.32546417275319045,5.610942043472326e-5,NA,0.17782305497221879,Cold_high_EH,insig,insig,G17612,reference,56,1,1290,1,1.7733836270569081e-4,0,1,1,TU29982,0
HRK_containing,3.3127307255963354e-9,2.880526439482821e-5,NA,NA,NA,NA,Winter_low,Winter_low,filtered,G17848,human_blastn,76,1,5237,1,3.3127307255963354e-9,0,1,0,TU30312,0
G1807,NA,2.720997292187394e-7,NA,NA,NA,NA,Winter_high,filtered,filtered,G1807,reference,87,1,836,1,2.720997292187394e-7,0,1,0,TU3148,0
G18108,NA,1.5128194052590489e-5,NA,0.03366692076203221,NA,0.058858946045623986,Cold_low_EL,filtered,filtered,G18108,reference,65,1,3506,1,1.5128194052590489e-5,0,1,1,TU30732,0
G18650,2.2383567408530282e-70,8.008605599885387e-28,6.986654385389474e-13,NA,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,G18650,reference,148,1,4095,1,2.2383567408530282e-70,0,1,0,TU31642,0
ZNF699_like_G19270,0.004529594553177884,2.9423368418537976e-5,0.0012362543380126279,0.12025139045596925,NA,NA,Cold_low_EH,insig,insig,G19270,human_blastn,178,1,1663,1,2.9423368418537976e-5,1,1,1,TU32786,0
G19629,1.5888996341055045e-7,1.4319916458676553e-8,NA,1.0263676099434582e-10,NA,NA,Cold_low_EM,IBA_high,filtered,G19629,reference,29,1,260,1,1.4319916458676553e-8,0,1,1,TU33417,0
G20768,2.574454009858938e-9,7.569752117397626e-6,NA,6.353383234531746e-5,NA,0.0564896624494416,Cold_low_EL,Cold_low_EL,filtered,G20768,reference,95,1,2235,1,2.574454009858938e-9,0,1,1,TU35330,0
G20797,0.07729520764983555,3.905385848576018e-5,0.15516627453669599,3.7948759826101414e-7,NA,0.09803178749417907,Cold_high_EH,insig,insig,G20797,reference,58,2,1593,1,3.905385848576018e-5,0,1,1,TU35384,0
G21219,0.009479499999308217,4.319515879479711e-5,NA,NA,NA,NA,Cold_low_EM,insig,filtered,G21219,reference,62,1,4510,1,4.319515879479711e-5,0,1,0,TU36079,0
G21460,9.644323395382761e-14,3.930081528711178e-5,0.002683958451420817,0.2259862094812136,NA,0.29178921775330907,Unassigned,IBA_low,insig,G21460,reference,56,1,3849,1,9.644323395382761e-14,0,1,1,TU36456,0
G21808,7.497236533636816e-11,5.385910546592047e-10,NA,0.15705040875496942,NA,NA,Cold_low_EM,Cold_low_EL,filtered,G21808,reference,68,1,1922,1,7.497236533636816e-11,0,1,1,TU37075,0
BTF3,6.933538497511883e-5,6.006557929775043e-4,0.059670289279111825,0.206761624932691,0.004789178076765844,0.005085971811094089,Winter_high,Winter_high,insig,G22095,human_blastn,76,1,340,1,6.933538497511883e-5,0,1,1,TU37601,0
G22132,NA,5.0152288980981204e-5,NA,0.0029167544609011776,NA,NA,Winter_high,filtered,filtered,G22132,reference,103,2,3467,1,5.0152288980981204e-5,0,1,1,TU37670,0
CHSY3,NA,7.4588133067968e-4,NA,0.34061417251426723,NA,NA,Cold_low_EM,filtered,filtered,G2253,human_blastn,520,1,2360,1,7.4588133067968e-4,0,1,1,TU3906,0
G22579,7.192774840825249e-5,1.3632653391868643e-5,2.671594241086998e-6,4.579322973125295e-4,NA,0.02465247499373266,Cold_high_EH,Cold_high_EH,Cold_high_EH,G22579,reference,50,3,2736,1,2.671594241086998e-6,1,1,1,TU38400,0
KIAA1958_containing,2.1463671203680903e-14,2.454692688431894e-4,3.2674853513319335e-6,0.0015151593032554798,NA,0.03473937844762256,Cold_low_EM,Cold_low_EM,Winter_low,G23069,human_blastn,68,1,5831,1,2.1463671203680903e-14,0,1,1,TU39257,0
MIR219A2_containing,6.1589357626779765e-19,6.336340552571358e-48,1.061569730727168e-43,NA,NA,NA,Cold_low_EH,Cold_low_EH,Cold_low_EM,G23342,human_blastn,120,1,1008,1,6.336340552571358e-48,0,1,0,TU39762,0
G23600,0.2035196573095108,9.969257486521067e-4,0.5157679019429254,0.004172029973162101,0.013546796305136978,0.6870987505669501,Unassigned,insig,insig,G23600,reference,146,3,893,1,9.969257486521067e-4,0,1,1,TU40360,0
G23925,0.3137676467772656,7.377917602524962e-6,3.9156670633502973e-4,5.8562627711411915e-5,NA,NA,Cold_low_EM,insig,Cold_low_EL,G23925,reference,186,1,10551,1,7.377917602524962e-6,0,1,1,TU40979,0
G24362,NA,2.429356580475602e-4,NA,3.153622417254228e-5,NA,NA,Unassigned,filtered,filtered,G24362,reference,48,1,1969,1,2.429356580475602e-4,0,1,1,TU41755,0
G24722,0.22591986715103865,8.64506363476081e-4,NA,0.002135630128095755,NA,NA,Cold_high_EH,insig,filtered,G24722,reference,53,1,5852,1,8.64506363476081e-4,0,1,1,TU42281,0
G26032,2.7441683634349706e-7,1.1647349655017033e-7,7.848932349461071e-7,0.09535426397305556,NA,0.036620720100873014,Winter_low,Winter_low,Winter_low,G26032,reference,87,1,1372,1,1.1647349655017033e-7,0,1,1,TU44527,0
G2612,5.951154687214964e-6,1.8144857543295784e-4,NA,0.1737169859799434,NA,NA,Winter_low,Winter_low,filtered,G2612,reference,86,1,3880,1,5.951154687214964e-6,0,1,1,TU4573,0
G2633,5.943507411165794e-5,4.571630153697858e-4,0.0040550822850485245,0.6551489731734923,NA,NA,Unassigned,Unassigned,insig,G2633,reference,108,1,23901,1,5.943507411165794e-5,0,1,1,TU4614,0
G26557,NA,2.193178715481234e-4,NA,NA,NA,NA,Winter_low,filtered,filtered,G26557,reference,49,1,1776,1,2.193178715481234e-4,0,1,0,TU45381,0
G26683,2.717002190647859e-4,5.2179714338165025e-9,NA,0.31921013625822814,NA,NA,Winter_low,Winter_low,filtered,G26683,reference,126,1,3411,1,5.2179714338165025e-9,0,1,1,TU45596,0
TUNAR_like,0.7403114288209113,7.648826397173693e-4,0.6921342581388289,NA,NA,NA,Winter_low,insig,insig,G27130,human_blastn,81,1,2313,1,7.648826397173693e-4,0,1,0,TU46389,0
G27537,0.0020975563926327184,7.922402928373309e-4,6.723606707010941e-5,0.005521615172835038,5.749987392969112e-7,1.947137571975391e-4,Winter_high,insig,IBA_high,G27537,reference,34,1,1393,1,6.723606707010941e-5,0,1,1,TU47036,0
G27632,1.720783813994285e-4,4.2152694895747216e-15,5.302133193633872e-5,NA,NA,NA,IBA_low,IBA_low,Unassigned,G27632,reference,107,2,5756,1,4.2152694895747216e-15,0,1,0,TU47199,0
KATNBL1_containing,NA,7.805586239659013e-8,NA,NA,NA,NA,Cold_low_EM,filtered,filtered,G28233,human_blastn,72,1,4816,1,7.805586239659013e-8,0,1,0,TU48261,0
RPL41_G28914,0.328306726118228,6.275508043594142e-6,0.06982424563258466,0.20894273748752656,0.35376362394042615,0.8414766920075771,Cold_high_EH,insig,insig,G28914,human_blastn,43,1,416,1,6.275508043594142e-6,0,1,1,TU49475,0
ZCCHC3,1.5604122889181387e-24,2.747330081256944e-31,NA,5.527165295173583e-22,NA,2.7570444492742725e-12,Cold_low_EL,Cold_low_EM,filtered,G29730,human_blastn,57,1,1160,1,2.747330081256944e-31,0,1,1,TU50785,0
RNA45SN5,0.005948970607755385,8.432037148323954e-7,0.2530537819573185,0.18868680644114405,0.5268764418376507,0.618346700956672,Cold_high_EH,insig,insig,G29854,human_blastn,38,1,338,1,8.432037148323954e-7,0,1,1,TU50984,0
G2995,5.443644442233613e-4,1.5330194811855662e-4,2.3363203373185736e-9,2.8800026295039256e-8,NA,NA,Cold_low_EM,Cold_low_EM,Winter_low,G2995,reference,103,1,1657,1,2.3363203373185736e-9,0,1,1,TU5183,0
TSHZ2_G30132,1.787793049616741e-19,8.416368187155491e-13,5.163419998457854e-6,0.6889241543639921,NA,NA,Winter_low,Winter_low,Winter_low,G30132,human_blastn,153,1,5683,1,1.787793049616741e-19,0,1,1,TU51500,0
G30823,NA,2.0740733599816324e-16,1.0205121724291816e-21,0.04895775502805751,3.8784813714084634e-15,8.352490658314034e-17,Cold_low_EM,filtered,Cold_low_EM,G30823,reference,39,1,383,1,1.0205121724291816e-21,0,1,1,TU52719,0
MIR124-2HG_containing,4.285244046919663e-31,3.3282955828955224e-13,4.823661387227755e-16,NA,NA,NA,Cold_low_EH,Unassigned,Cold_low_EH,G31277,human_blastn,56,1,3906,1,4.285244046919663e-31,0,1,0,TU53431,0
G31545,1.296623709906872e-4,3.597906238217313e-11,NA,3.986226318787541e-6,NA,0.0018556570227386533,IBA_high,Winter_high,filtered,G31545,reference,115,1,9917,1,3.597906238217313e-11,0,1,1,TU53829,0
G3182,1.1589085417847205e-34,2.3493907998457226e-17,1.1030797087607943e-22,0.8668827775086076,1.0937429588491043e-6,0.07468351871065165,Cold_low_EM,Cold_low_EM,Cold_low_EM,G3182,reference,127,1,3118,1,1.1589085417847205e-34,0,1,1,TU5493,0
G32348,3.043530119423312e-4,7.727542448253868e-6,0.001881374276972113,7.000200184986907e-11,NA,0.05207837135512173,Cold_low_EM,Cold_low_EM,insig,G32348,reference,71,1,330,1,7.727542448253868e-6,0,1,1,TU55240,0
G32610,6.27087198828423e-14,1.826740610406698e-4,7.005750011771366e-25,0.21237272898025059,NA,0.49207598354054355,Cold_low_EM,Cold_low_EM,Cold_low_EM,G32610,reference,70,2,1203,1,7.005750011771366e-25,0,1,1,TU55694,0
G32880,3.613741441287207e-7,4.159502013155442e-10,3.980064352069771e-5,1.075234539211026e-5,1.0555986218318264e-11,0.008682325759533878,Cold_high_EM,Winter_high,Cold_high_EM,G32880,reference,41,1,684,1,4.159502013155442e-10,0,1,1,TU56175,0
G32912,0.03901438579853359,1.0823219505305522e-6,NA,0.019272855438940997,2.113117340944517e-4,0.004423934682210974,IBA_high,insig,filtered,G32912,reference,89,1,2585,1,1.0823219505305522e-6,0,1,1,TU56253,0
G33032,9.306610744920847e-12,3.4641899197510584e-6,1.4742660249885346e-5,NA,NA,8.702574938820321e-4,Cold_high_EM,Cold_high_EH,Cold_high_EM,G33032,reference,176,1,2795,1,9.306610744920847e-12,0,1,1,TU56468,0
TMSB4X_G3417,5.827620345356835e-6,9.899490993659407e-6,9.462762146051408e-4,1.4385163240335456e-5,0.07320898974812094,0.026373333600477587,Unassigned,Cold_high_EH,Unassigned,G3417,human_blastn,44,3,654,1,5.827620345356835e-6,0,1,1,TU5871,0
G3419,0.3281377608178942,6.500923404352782e-5,0.2119530403979428,0.9316093441833855,NA,NA,Winter_high,insig,insig,G3419,reference,98,1,3692,1,6.500923404352782e-5,0,1,1,TU5875,0
ZRSR2_containing,1.1789719550294064e-5,5.397024060958374e-4,0.5477738768322395,0.14560395374394014,NA,NA,Cold_high_EH,Cold_high_EM,insig,G3436,human_blastn,76,1,3611,1,1.1789719550294064e-5,0,1,1,TU5917,0
PIR_like,1.551100834666349e-10,6.300519692640222e-7,1.4620617390676306e-7,2.557414186956192e-12,2.2811049282479487e-4,0.14659613226927548,Cold_high_EH,Cold_high_EM,Cold_high_EH,G3466,human_blastn,359,10,1881,1,1.551100834666349e-10,1,1,1,TU5973,0
G34888,NA,9.461114090392622e-8,2.002188555181131e-20,0.02011739601959861,1.6651773035944554e-16,2.2540651363141743e-12,Cold_low_EM,filtered,Cold_low_EM,G34888,reference,125,1,418,1,2.002188555181131e-20,0,1,1,TU59690,0
DUSP7_G34889,NA,3.0707938720468555e-9,NA,NA,7.584207011410075e-14,1.1555851150145376e-8,Cold_low_EM,filtered,filtered,G34889,human_blastn,73,1,547,1,3.0707938720468555e-9,0,1,1,TU59691,0
PDHA1_containing,0.008748838647928503,2.2112045106365935e-4,0.029528400252017632,0.4337263905068625,1.7417707816193262e-19,0.8073992473124699,Cold_high_EH,insig,insig,G3492,human_blastn,390,11,3023,1,2.2112045106365935e-4,1,1,1,TU6024,0
PHKA2_like,6.303865896216019e-7,1.4005105346320265e-5,1.4042925323598206e-4,0.1674440636093646,2.4053955658941086e-8,0.24223568340781015,IBA_low,IBA_low,IBA_low,G3522,human_blastn,1237,33,7458,1,6.303865896216019e-7,1,1,1,TU6119,0
PCNP_like_G35246,0.015838059683369085,5.602922980258614e-4,0.16565066895062014,0.08191689409215284,0.34979390974524216,0.451425161400491,Unassigned,insig,insig,G35246,human_blastn,47,1,748,1,5.602922980258614e-4,1,1,1,TU60231,0
G36065,0.0023423757078121165,3.968288862137238e-4,0.03600351418051403,NA,NA,NA,Cold_low_EL,insig,insig,G36065,reference,61,1,1122,1,3.968288862137238e-4,0,1,0,TU61605,0
G36203,4.6158849760715966e-4,2.5418901853305485e-5,0.013005749801697745,3.1092091989810314e-6,0.0028341393066526736,0.11994376680849682,Cold_low_EL,Cold_low_EM,insig,G36203,reference,147,1,1146,1,2.5418901853305485e-5,0,1,1,TU61837,0
PTCHD4_containing,7.772591055302876e-5,1.6047298600719825e-6,1.2363459522326484e-5,NA,NA,NA,Cold_low_EM,Cold_low_EL,Cold_low_EL,G37103,human_blastn,71,1,7016,1,1.6047298600719825e-6,0,1,0,TU63303,0
PRR18_containing,3.77560001049351e-5,4.930214920946926e-4,6.979340499686917e-16,NA,NA,0.42809879787986693,Winter_low,Winter_low,Winter_low,G38187,human_blastn,116,1,2846,1,6.979340499686917e-16,0,1,1,TU65106,0
G38373,6.218844684168221e-4,6.070777002675578e-5,6.687872470685977e-4,5.61238405424209e-5,NA,3.683075354433026e-4,Cold_high_EH,Cold_high_EH,IBA_low,G38373,reference,86,1,3988,1,6.070777002675578e-5,0,1,1,TU65384,0
G3859,1.7177127326468727e-32,2.2428248367256743e-5,1.2121781397355343e-18,NA,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,G3859,reference,99,1,8007,1,1.7177127326468727e-32,0,1,0,TU6718,0
G3860,1.2267736947486629e-26,6.005180196490251e-13,3.0130654793850535e-32,NA,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,G3860,reference,78,1,3381,1,3.0130654793850535e-32,0,1,0,TU6719,0
MIR29B2CHG_containing_G39119,1.3364009643456855e-90,1.936871052607573e-209,2.8823567140682627e-143,4.111603397495227e-9,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,G39119,human_blastn,107,1,3727,1,1.936871052607573e-209,0,1,1,TU66661,0
ZBTB37_like,4.7820088991879365e-18,3.793835006206965e-8,1.2695660778881878e-7,4.7162844888449856e-4,NA,0.0031529467929114225,Cold_low_EM,Cold_low_EM,Cold_low_EM,G39527,human_blastn,97,1,2356,1,4.7820088991879365e-18,0,1,1,TU67323,0
CHIC1_like,0.017541953000385878,9.983867142178712e-4,0.8991852917690757,0.007431261063225806,NA,NA,Cold_low_EM,insig,insig,G3957,human_blastn,64,1,2388,1,9.983867142178712e-4,0,1,1,TU6860,0
G40000,NA,1.5594496344445845e-8,NA,5.999987467188872e-13,NA,0.011566660723809427,Cold_low_EM,filtered,filtered,G40000,reference,56,1,2049,1,1.5594496344445845e-8,0,1,1,TU68194,0
G40490,6.133024052906111e-41,1.2872207433044802e-38,7.59269205022969e-30,9.690929258645812e-13,1.7499158996600788e-12,3.464966837933267e-11,Cold_low_EL,Cold_low_EM,Cold_low_EM,G40490,reference,115,1,4522,1,6.133024052906111e-41,0,1,1,TU69134,0
ATF6_containing,1.4635938775052806e-21,9.677955927269376e-7,5.262696105109512e-5,0.7239801564562496,0.2515378246999497,0.0022438576992021885,Winter_high,Winter_high,Winter_high,G4936,human_blastn,92,2,5724,1,1.4635938775052806e-21,0,1,1,TU8418,0
G5304,0.07536413219343183,4.975731884441858e-5,1.1495086386036174e-6,0.15334699229133217,0.7244092004503914,0.10695328490721334,Unassigned,insig,Winter_low,G5304,reference,58,2,1134,1,1.1495086386036174e-6,0,1,1,TU9064,0
G5386,NA,6.479733414704891e-5,NA,NA,NA,NA,Winter_low,filtered,filtered,G5386,reference,98,1,1156,1,6.479733414704891e-5,0,1,0,TU9164,0
